"ADVERTISER","TARGETED COUNTRIES","LINK ID","NAME","DESCRIPTION","KEYWORDS","LINK TYPE","THREE MONTH EPC","SEVEN DAY EPC","LAST UDPATED","HTML LINKS","JAVASCRIPT LINKS","CLICK URL","PROMOTION TYPE","COUPON CODE","PROMOTIONAL DATE","PROMOTIONAL END DATE","CATEGORY","ADV_CID","RELATIONSHIP STATUS","LANGUAGE","MOBILE OPTIMIZED"
"Undercovertourist.com","","12505719","Save money on Disney's Coronado Springs Resort! 468x60","Cozy up to savings and save money on Disney's Coronado Springs Resort - a frog family favorite!","undercover tourist, hotels, resorts, disney's coronado springs resort, deluxe resorts, value resorts, moderate resorts, villas, walt disney world, discounts, family vacations, disney's animal kingdom, magic kingdom, epcot, disney's hollywood studios, lake buena vista, florida, theme parks, travel, tourism, amusement parks, save money","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.dpbolvw.net/click-101693488-12505719"" target=""_top""> <img src=""https://www.awltovhc.com/image-101693488-12505719"" width=""468"" height=""60"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586638?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101693488-12505719","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12521345","Undercover Tourist - 300x600","Now offering Disney hotels, car rentals and Orlando & Southern California discount attraction tickets! Shop Disney tickets at discount prices with free shipping, the nicest refund policy and great customer service from Undercover Tourist.","discount prices, free shipping, nicest refund policy, great customer service, undercover tourist, disney world, southern california, orlando, magic kingdom, theme parks, discount attraction tickets, hotels, car rentals, epcot, disney's animal kingdom, disney's hollywood studios, lowest prices, price rise, tickets, roller coasters, travel, tourism, aquarium, seaworld, universal studios","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-12521345"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101693488-12521345"" width=""300"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57586639?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101693488-12521345","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12566041","Save $53 on Disney World 4-Day Park Hopper!","Save $53 on Disney World 4-Day Park Hopper!","disney world, undercover tourist, theme parks, amusement parks, water parks, magic kingdom, disney's hollywood studios, epcot, disney's animal kingdom, mickey mouse, family vacations, save money, save time, attractions, tourism, travel, discount tickets, park hopper, universal studios, orlando, florida, lake buena vista","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.anrdoezrs.net/click-101693488-12566041"" target=""_top"">Save $53 on Disney World 4-Day Park Hopper!</a><img src=""https://www.awltovhc.com/image-101693488-12566041"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586640?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-12566041","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12790835","Save money on Orlando, Los Angeles and San Diego hotels!","Search over 220 hotels in Orlando, Los Angeles and San Diego, and save money!","undercover tourist, san diego, los angeles, california, florida, orlando, hotels, resorts, disney world, discount tickets, theme parks, universal studios, islands of adventure, wizarding world of harry potter, skip the lines, travel, tourism, vacations, save money, save time, discount hotels, florida","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.dpbolvw.net/click-101693488-12790835"" target=""_top"">Search over 220 hotels in Orlando, Los Angeles and San Diego, and save money!</a><img src=""https://www.awltovhc.com/image-101693488-12790835"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57586641?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101693488-12790835","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12983274","Save $40 on LEGOLAND Florida 2-Day Ticket!","Save $40 on LEGOLAND Florida 2-Day Ticket!","legoland, florida, orlando, undercover tourist, water park, amusement park, theme parks, discount tickets, disney world, universal studios, wizarding world of harry potter, attractions, skip the lines, save money, save time, family vacations, hotels, resorts, car rentals, tourism, travel","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-12983274"" target=""_top"">Save $40 on LEGOLAND Florida 2-Day Ticket!</a><img src=""https://www.awltovhc.com/image-101693488-12983274"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57586642?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101693488-12983274","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12983285","Save up to $660 on stays at Disney's Animal Kingdom Lodge!","Save up to $660 on stays at Disney's Animal Kingdom Lodge!","disney's animal kingdom lodge, disney hotels, resorts, disney world, disney's animal kingdom theme park, undercover tourist, disney, magic kingdom park, orlando, florida, universal studios, disney deluxe hotels, disney values, disney moderates, travel, tourism, hotels, car rentals, family vacations, discount tickets, save time, save money, skip the lines","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.kqzyfj.com/click-101693488-12983285"" target=""_top"">Save up to $660 on stays at Disney's Animal Kingdom Lodge!</a><img src=""https://www.ftjcfx.com/image-101693488-12983285"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586643?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-12983285","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13012456","Universal Studios Hollywood Discount Tickets","Skip the lines and save money on Universal Studios Hollywood tickets!","universal studios hollywood, universal studios, los angeles, california, hollywood, undercover tourist, travel, tourism, attractions, discount tickets, theme parks, amusement parks, family vacations, hotels, resorts, car rentals, save time, save money, skip the lines, orlando, florida, universal orlando, disney world, legoland, wizarding world of harry potter, volcano bay","Text Link","$0.99 USD","N/A","25-Apr-2023","<a href=""https://www.tkqlhce.com/click-101693488-13012456"" target=""_top"">Skip the lines and save money on Universal Studios Hollywood tickets!</a><img src=""https://www.awltovhc.com/image-101693488-13012456"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57586644?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101693488-13012456","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13278638","Save $48 on LEGOLAND Florida + Water Park 2-Day Combo Ticket!","Save $48 on LEGOLAND Florida + Water Park 2-Day Combo Ticket! Valid from March 10- October 28, 2018. 2nd visit must be used within 14 days of 1st visit.","undercover tourist, legoland florida, water park, legoland, orlando, florida, amusement parks, theme parks, discount tickets, lego, seaworld orlando, disney world, universal orlando, disneyland, universal studios, family vacations, travel, tourism, car rentals, hotels, resorts, roller coasters","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.dpbolvw.net/click-101693488-13278638"" target=""_top"">Save $48 on LEGOLAND Florida + Water Park 2-Day Combo Ticket! Valid from March 10- October 28, 2018. 2nd visit must be used within 14 days of 1st visit.</a><img src=""https://www.lduhtrp.net/image-101693488-13278638"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57586646?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101693488-13278638","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13333697","Save $5 on 2-Day Disneyland Resort Park Hopper!","Save $5 on 2-Day Disneyland Resort Park Hopper!","undercover tourist, disneyland resort, disneyland park, disney california adventure park, discount tickets, disney, california, theme parks, skip the lines, save money, save time, walt disney world resort, universal studios, universal orlando, anaheim, los angeles, car rentals, hotels, resorts, disney hotels, family vacations, travel, tourism","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.dpbolvw.net/click-101693488-13333697"" target=""_top"">Save $5 on 2-Day Disneyland Resort Park Hopper!</a><img src=""https://www.ftjcfx.com/image-101693488-13333697"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586649?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101693488-13333697","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13333728","Save $10 on Disneyland 3-Day Base Ticket!","Now offering Disneyland Resort tickets! Save $10 on Disneyland 3-Day 1-Park Per Day Base Ticket!","undercover tourist, disneyland resort, disneyland park, disney california adventure park, park hopper, base tickets, magic your way, los angeles, california, theme parks, amusement parks, resorts, hotels, disney hotels, car rentals, walt disney world resort, travel, tourism, family vacations, skip the lines, universal studios, universal orlando, seaworld, legoland, discount tickets","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-13333728"" target=""_top"">Now offering Disneyland Resort tickets! Save $10 on Disneyland 3-Day 1-Park Per Day Base Ticket!</a><img src=""https://www.ftjcfx.com/image-101693488-13333728"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57586650?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-13333728","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13334557","Now Offering Disneyland Resort California Tickets! 728x90","<link>Now offering Disneyland Resort California tickets!</link>","undercover tourist, disneyland resort, disneyland park, disney california adventure park, discount tickets, theme park tickets, disney tickets, theme parks, amusement parks, travel, tourism, attractions, hotels, car rentals, resorts, disney hotels, disney world, florida, california, los angeles, orlando, park hoppers, magic your way, base tickets","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-13334557"" target=""_top""> <img src=""https://www.tqlkg.com/image-101693488-13334557"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57586652?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-13334557","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13334555","Now Offering Disneyland Resort California Tickets! 468x60","<link>Now offering Disneyland Resort California tickets!</link>","undercover tourist, disneyland resort, disneyland park, disney california adventure park, discount tickets, theme park tickets, disney tickets, california, disney, disney world, theme parks, amusement parks, attractions, tourism, travel, hotels, disney hotels, resorts, car rentals, florida, california, los angeles, universal studios, anaheim","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.tkqlhce.com/click-101693488-13334555"" target=""_top""> <img src=""https://www.awltovhc.com/image-101693488-13334555"" width=""468"" height=""60"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586653?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101693488-13334555","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13333755","Save $15 on Disneyland 5-Day Base Ticket","Now offering Disneyland Resort tickets! Save $15 on Disneyland 5-Day 1-Park Per Day Base Ticket!","undercover tourist, disneyland resort, disneyland park, disney california adventure park, disney, walt disney, discount tickets, theme parks, amusement parks, tourism, travel, resorts, hotels, disney hotels, car rentals, walt disney world resort, universal orlando, universal studios, car rentals, save money, skip the lines, park hoppers, base tickets, magic your way","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.dpbolvw.net/click-101693488-13333755"" target=""_top"">Now offering Disneyland Resort tickets! Save $15 on Disneyland 5-Day 1-Park Per Day Base Ticket!</a><img src=""https://www.tqlkg.com/image-101693488-13333755"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586651?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101693488-13333755","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13168069","Save up to $49 on 4-Day Disney World Theme Park Ticket with an extra day!","Save up to $49 on 4-Day Disney World Theme Park Ticket and get an extra day!","undercover tourist, disney world, walt disney world resort, magic kingdom park, magic your way ticket, extra day, discount tickets, theme parks, amusement parks, tourism, travel, mickey mouse, orlando, florida, skip the lines, save time, save money, resorts, hotels, car rentals, universal studios, universal orlando resort, epcot, disney's animal kingdom, disney's hollywood studios, epcot","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-13168069"" target=""_top"">Save up to $49 on 4-Day Disney World Theme Park Ticket and get an extra day!</a><img src=""https://www.tqlkg.com/image-101693488-13168069"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586645?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-13168069","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13278619","Save $12 on 4-Day Florida Resident Select Park Hopper Plus Option!","Save $12 on 4-Day Florida Resident Select Park Hopper Plus Option! This ticket will expire 180 days after first use and expires in full on December 31, 2019.","disney world, undercover tourist, travel, tourism, family vacations, walt disney world resort, florida resident ticket, park hopper plus ticket, water parks, theme parks, amusement parks, magic kingdom, disney's hollywood studios, epcot, disney's animal kingdom, disney, disneyland, universal orlando, seaworld, orlando, florida, car rentals, skip the lines, resorts, hotels","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-13278619"" target=""_top"">Save $12 on 4-Day Florida Resident Select Park Hopper Plus Option! This ticket will expire 180 days after first use and expires in full on December 31, 2019.</a><img src=""https://www.ftjcfx.com/image-101693488-13278619"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57586647?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101693488-13278619","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","11441098","Buy 4 Days to Disney World, Get 1 1 Day FREE 180x150","Buy 4 Days to Disney World, Get 1 Day FREE 180x150","undercover tourist, undercovertourist, walt disney world, disney, orlando, florida, tickets, 180x150","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.anrdoezrs.net/click-101693488-11441098"" target=""_top""> <img src=""https://www.awltovhc.com/image-101693488-11441098"" width=""180"" height=""150"" alt=""Discount Disney Tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57586656?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101693488-11441098","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12505707","Save money on Disney's Art of Animation Resort! 180x150","Cozy up to savings and save money on Disney's Art of Animation Resort - a frog family favorite!","undercover tourist, hotels, resorts, disney's art of animation resort, deluxe resorts, value resorts, moderate resorts, villas, walt disney world, discounts, family vacations, disney's animal kingdom, magic kingdom, epcot, disney's hollywood studios, lake buena vista, florida, theme parks, travel, tourism, amusement parks, save money","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-12505707"" target=""_top""> <img src=""https://www.tqlkg.com/image-101693488-12505707"" width=""180"" height=""150"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57586659?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101693488-12505707","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13287858","Get the Epic 4-Day Pass for the 2018-19 Season!","Get the Epic 4-Day Pass for the 2018-19 Season! Ski for 4 unrestricted days at 24 resorts during the 2018-19 season.","","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.dpbolvw.net/click-101693488-13287858"" target=""_top"">Get the Epic 4-Day Pass for the 2018-19 Season! Ski for 4 unrestricted days at 24 resorts during the 2018-19 season.</a><img src=""https://www.lduhtrp.net/image-101693488-13287858"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57586648?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101693488-13287858","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","11103045","88x31 Logo Button","Skip the lines!  Buy discount theme park and attraction tickets to all the major attractions in Orlando, FL and Southern California.  Free shipping and tax included.  Trusted Disney, Universal and SeaWorld partner.","disney tickets, attraction tickets, orlando, tickets, disney, universal, seaworld, medieval times, tourist attractions, universal orlando tickets, ticket specials, free shipping, discount prices, refund policy, trusted, customer service, undercover tourist, free shipping, 88x31","Banner","$15.50 USD","N/A","25-Apr-2023","<a href=""https://www.tkqlhce.com/click-101693488-11103045"" target=""_top""> <img src=""https://www.tqlkg.com/image-101693488-11103045"" width=""88"" height=""31"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586655?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-11103045","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","GB, CA, US","12162007","Buy 4 Days to Disney World, Get 1 Day FREE 250x250","Buy 4 Days to Disney World, Get 1 Day FREE 250x250","undercover tourist, undercovertourist, walt disney world, disney, orlando, florida, tickets, 300x250","Banner","$0.00 USD","$0.00 USD","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-12162007"" target=""_top""> <img src=""https://www.tqlkg.com/image-101693488-12162007"" width=""250"" height=""250"" alt=""Discount Disney Tickets"" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586657?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101693488-12162007","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12505714","Save money on Disney's Coronado Springs Resort! 160x600","Cozy up to savings and save money on Disney's Coronado Springs Resort - a frog family favorite!","undercover tourist, hotels, resorts, disney's coronado springs resort, deluxe resorts, value resorts, moderate resorts, villas, walt disney world, discounts, family vacations, disney's animal kingdom, magic kingdom, epcot, disney's hollywood studios, lake buena vista, florida, theme parks, travel, tourism, amusement parks, save money","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.tkqlhce.com/click-101693488-12505714"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101693488-12505714"" width=""160"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57586661?target=_top&mouseover=N""></script>","https://www.kqzyfj.com/click-101693488-12505714","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","2331766","Disney - Magic Your Way Base Tickets","Disney - Magic Your Way Base Tickets - Free Shipping, Discounted Prices","Disney, Tickets, Disney Magic Your Way Tickets, MYW Tickets, Disney World, Orlando Attraction Tickets","Text Link","$3.23 USD","N/A","25-Apr-2023","<a href=""https://www.dpbolvw.net/click-101693488-2331766"" target=""_top"">Disney - Magic Your Way Base Tickets - Free Shipping, Discounted Prices</a><img src=""https://www.awltovhc.com/image-101693488-2331766"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.kqzyfj.com/placeholder-57586682?target=_top&mouseover=N""></script>","https://www.anrdoezrs.net/click-101693488-2331766","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","11169997","Save $53 on Universal 2-Park 2-Day Park-to-Park & get an extra day FREE! ","Save $53 on Universal 2-Park 2-Day Park-to-Park & get an extra day FREE!","Universal studios, islands of adventure, wet 'n wild, orlando, florida,  universal, undercover tourist, park hopper, water park","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.anrdoezrs.net/click-101693488-11169997"" target=""_top"">Save $53 on Universal 2-Park 2-Day Park-to-Park & get an extra day FREE!</a><img src=""https://www.ftjcfx.com/image-101693488-11169997"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57586684?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101693488-11169997","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","11441100","Buy 4 Days to Disney World, Get 1 Day FREE 300x600","Buy 4 Days to Disney World, Get 1 Day FREE 300x600","undercover tourist, undercovertourist, walt disney world, disney, disney world, orlando, florida, tickets, 300x600","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.kqzyfj.com/click-101693488-11441100"" target=""_top""> <img src=""https://www.ftjcfx.com/image-101693488-11441100"" width=""300"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57586686?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101693488-11441100","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12505682","Save money on Disney's Animal Kingdom Lodge Resort! 120x600","Cozy up to savings and save money on Disney's Animal Kingdom Lodge Resort - a Frog Family Favorite!","undercover tourist, hotels, resorts, disney's animal kingdom lodge, villas, walt disney world, discounts, family vacations, disney's animal kingdom, magic kingdom, epcot, disney's hollywood studios, theme parks, travel, tourism, amusement parks","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.dpbolvw.net/click-101693488-12505682"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101693488-12505682"" width=""120"" height=""600"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57586689?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101693488-12505682","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12505709","Save money on Disney's Art of Animation Resort! 300x250","Cozy up to savings and save money on Disney's Art of Animation Resort - a frog family favorite!","undercover tourist, hotels, resorts, disney's art of animation resort, deluxe resorts, value resorts, moderate resorts, villas, walt disney world, discounts, family vacations, disney's animal kingdom, magic kingdom, epcot, disney's hollywood studios, lake buena vista, florida, theme parks, travel, tourism, amusement parks, save money","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.kqzyfj.com/click-101693488-12505709"" target=""_top""> <img src=""https://www.awltovhc.com/image-101693488-12505709"" width=""300"" height=""250"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586691?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-12505709","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12505711","Save money on Disney's Art of Animation Resort! 728x90","Cozy up to savings and save money on Disney's Art of Animation Resort - a frog family favorite!","undercover tourist, hotels, resorts, disney's art of animation resort, deluxe resorts, value resorts, moderate resorts, villas, walt disney world, discounts, family vacations, disney's animal kingdom, magic kingdom, epcot, disney's hollywood studios, lake buena vista, florida, theme parks, travel, tourism, amusement parks, save money","Banner","N/A","N/A","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-12505711"" target=""_top""> <img src=""https://www.lduhtrp.net/image-101693488-12505711"" width=""728"" height=""90"" alt="""" border=""0""/></a>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57586693?target=_top&mouseover=N""></script>","https://www.jdoqocy.com/click-101693488-12505711","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","12983266","Save up to $62 on Disney World 5-Day Park Hopper!","Save up to $62 on Disney World 5-Day Park Hopper! Hop through all Disney parks.","undercover tourist, disney world, magic kingdom park, disney's animal kingdom, disney's hollywood studios, epcot, universal studios, orlando, florida, theme parks, mickey mouse, attractions, amusement parks, discount tickets, car rentals, hotels, resorts, family vacations, tourism, travel, skip the lines, park hopper, save time, save money, wizarding world of harry potter, harry potter world","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.dpbolvw.net/click-101693488-12983266"" target=""_top"">Save up to $62 on Disney World 5-Day Park Hopper! Hop through all Disney parks.</a><img src=""https://www.tqlkg.com/image-101693488-12983266"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.dpbolvw.net/placeholder-57586670?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-12983266","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13012461","SeaWorld Orlando Discount Tickets","Skip the lines and save money on SeaWorld Orlando tickets!","seaworld orlando, discovery cove, undercover tourist, water parks, theme parks, attractions, amusement parks, tourism, travel, family vacations, save money, save time, skip the lines, discount tickets, disney world, universal orlando resort, hotels, car rentals, volcano bay, wizarding world of harry potter, harry potter world, california, los angeles, universal studios, seaworld","Text Link","$10.26 USD","N/A","25-Apr-2023","<a href=""https://www.jdoqocy.com/click-101693488-13012461"" target=""_top"">Skip the lines and save money on SeaWorld Orlando tickets!</a><img src=""https://www.awltovhc.com/image-101693488-13012461"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586671?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-13012461","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13081715","SeaWorld San Diego Length of Stay Ticket","Enjoy unlimited access to SeaWorld San Diego for seven consecutive days. Ticket must be activated by December 31, 2018.","seaworld san diego, san diego, seaworld, undercover tourist, theme parks, discount tickets, skip the lines, disney world, california, los angeles, orlando, universal studios, resorts, hotels, car rentals, dining, attractions, travel, tourism","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.kqzyfj.com/click-101693488-13081715"" target=""_top"">Enjoy unlimited access to SeaWorld San Diego for seven consecutive days!</a><img src=""https://www.awltovhc.com/image-101693488-13081715"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.jdoqocy.com/placeholder-57586673?target=_top&mouseover=N""></script>","https://www.tkqlhce.com/click-101693488-13081715","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13167990","Get discount tickets for popular attractions in NYC!","Get discount tickets for popular attractions in New York City!","new york city, nyc, big apple, discount tickets, empire state building, undercover tourist, tourism, tourist, travel, cities, resorts, family vacations, save money, skip the lines, theme parks, discount tickets, car rentals, hotels, resorts, ski lift, ski tickets, disney world, universal studios, orlando","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.dpbolvw.net/click-101693488-13167990"" target=""_top"">Get discount tickets for popular attractions in New York City!</a><img src=""https://www.tqlkg.com/image-101693488-13167990"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.tkqlhce.com/placeholder-57586675?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-13167990","N/A","","","","Vacation","684659","Active","English","No"
"Undercovertourist.com","","13278606","Save $4 on 3-Day FL Resident Disney Select Park Hopper!","Save $4 on 3-Day FL Resident Disney Select Park Hopper","disney world, walt disney world resort, magic kingdom park, undercover tourist, florida resident tickets, discount tickets, theme parks, amusement parks, disney's animal kingdom, epcot, disney's hollywood studios, orlando, florida, family vacations, skip the lines, save times, save money, disney, disneyland, universal orlando, hotels, resorts, car rentals","Text Link","N/A","N/A","25-Apr-2023","<a href=""https://www.anrdoezrs.net/click-101693488-13278606"" target=""_top"">Save $4 on 3-Day FL Resident Disney Select Park Hopper</a><img src=""https://www.lduhtrp.net/image-101693488-13278606"" width=""1"" height=""1"" border=""0""/>","<script type=""text/javascript"" language=""javascript"" src=""https://www.anrdoezrs.net/placeholder-57586677?target=_top&mouseover=N""></script>","https://www.dpbolvw.net/click-101693488-13278606","N/A","","","","Vacation","684659","Active","English","No"
